opt_fraction	R_value	p_value
0.1	0.13696641212809846	0.000633355712887648
0.2	0.12526813096257394	0.00183921965321463
0.3	0.12825567749182112	0.001435881784518093
0.4	0.10522798945453866	0.008108758847561327
0.5	0.31526936708826825	1.1225341427824788e-12
0.6	0.31276552571844574	2.1282933147044173e-12
0.7	0.33745816102949655	1.057523111105276e-14
0.8	0.279698842809093	1.332445515442401e-10
0.9	0.22223353748660069	3.582500470530816e-07
