reaction	linear_coefficient
MAR03802	[4.691426232821037e-05]
MAR03804	[4.691426232821037e-05]
MAR03811	[np.float64(0.00010544374154059859)]
MAR03813	[np.float64(0.00010544374154059859)]
MAR03822	[np.float64(0.00010544374154059859)]
MAR03827	[4.3665453774786236e-05]
MAR03829	[np.float64(0.00010544374154059859)]
MAR03862	[0.005220354094359697]
MAR03865	[4.3665453774786236e-05]
MAR03870	[np.float64(0.00010544374154059859)]
MAR03873	[0.005858866671185154]
MAR08654	[0.005858866671185154]
MAR03890	[np.float64(0.00010544374154059859)]
MAR03892	[3.876376698494929e-05]
MAR09802	[0.006733415847642129]
MAR03899	[0.005952368293540576]
MAR03903	[0.005952368293540576]
MAR04109	[np.float64(0.00010544374154059859)]
MAR04114	[np.float64(0.00010544374154059859)]
MAR04115	[np.float64(0.00010544374154059859)]
MAR04118	[np.float64(0.00010544374154059859)]
MAR04172	[0.005220354094359697]
MAR04196	[np.float64(0.00010544374154059859)]
MAR04197	[np.float64(0.00010544374154059859)]
MAR04287	[3.876376698494929e-05]
MAR04690	[0.005952368293540576]
MAR04693	[0.005989361754120897]
MAR06780	[4.3665453774786236e-05]
MAR06968	[np.float64(0.00010544374154059859)]
MAR06969	[0.005220354094359697]
MAR06970	[0.005952368293540576]
MAR06971	[np.float64(0.00010544374154059859)]
MAR06972	[np.float64(0.00010544374154059859)]
MAR07641	[0.005952368293540576]
MAR07642	[np.float64(0.00010544374154059859)]
MAR08626	[0.005952368293540576]
MAR08628	[0.005220354094359697]
MAR03806	[np.float64(0.00010544374154059859)]
MAR03807	[3.917960292517563e-05]
MAR03809	[0.007948961701127563]
MAR03816	[0.006028061981738186]
MAR03819	[np.float64(0.00010544374154059859)]
MAR03820	[np.float64(0.00010544374154059859)]
MAR03832	[np.float64(0.00010544374154059859)]
MAR03833	[np.float64(0.00010544374154059859)]
MAR03835	[np.float64(0.00010544374154059859)]
MAR03837	[np.float64(0.00010544374154059859)]
MAR03895	[np.float64(0.00010544374154059859)]
MAR03897	[np.float64(0.00010544374154059859)]
MAR03956	[np.float64(0.00010544374154059859)]
MAR03993	[0.005524185790481424]
MAR04073	[np.float64(0.00010544374154059859)]
MAR04075	[3.876376698494929e-05]
MAR04077	[3.876376698494929e-05]
MAR04190	[0.005524185790481424]
MAR04191	[np.float64(0.00010544374154059859)]
MAR04212	[3.876376698494929e-05]
MAR04422	[3.876376698494929e-05]
MAR04423	[np.float64(0.00010544374154059859)]
MAR04424	[np.float64(0.00010544374154059859)]
MAR04583	[np.float64(0.00010544374154059859)]
MAR04605	[np.float64(0.00010544374154059859)]
MAR04606	[0.006028061981738186]
MAR04607	[np.float64(0.00010544374154059859)]
MAR04776	[6.208810931618973e-05]
MAR04777	[6.208810931618973e-05]
MAR04778	[np.float64(0.00010544374154059859)]
MAR04779	[np.float64(0.00010544374154059859)]
MAR04780	[np.float64(0.00010544374154059859)]
MAR04781	[np.float64(0.00010544374154059859)]
MAR04784	[np.float64(0.00010544374154059859)]
MAR04785	[np.float64(0.00010544374154059859)]
MAR04786	[4.3665453774786236e-05]
MAR04787	[0.005952368293540576]
MAR05384	[np.float64(0.00010544374154059859)]
MAR06929	[3.876376698494929e-05]
MAR06930	[3.876376698494929e-05]
MAR06931	[np.float64(0.00010544374154059859)]
MAR06932	[np.float64(0.00010544374154059859)]
MAR06933	[np.float64(0.00010544374154059859)]
MAR06934	[np.float64(0.00010544374154059859)]
MAR06935	[np.float64(0.00010544374154059859)]
MAR06936	[np.float64(0.00010544374154059859)]
MAR06938	[3.876376698494929e-05]
MAR06939	[3.876376698494929e-05]
