opt_fraction	R_value	p_value
0.1	0.17852155525335558	9.472661640182997e-05
0.2	0.17640229275803537	0.00011117197449491785
0.3	0.18629402056302324	4.742348059370267e-05
0.4	0.17748793910144994	0.00011144630203867237
0.5	0.2039876411425362	8.863069466951248e-06
0.6	0.2494407478094414	3.7210684200589624e-08
0.7	0.22469420652854252	6.56845263789279e-07
0.8	0.20118189083244892	7.840470191526623e-06
0.9	0.15429458437507057	0.00011034890236683987
