reaction	linear_coefficient
MAR04022	[np.float64(6.713308228060648e-05)]
MAR04038	[3.818778067594408e-05]
MAR04040	[2.9037379183842352e-05]
MAR04042	[np.float64(6.713308228060648e-05)]
MAR04046	[np.float64(6.713308228060648e-05)]
MAR04048	[np.float64(6.713308228060648e-05)]
MAR04080	[np.float64(6.713308228060648e-05)]
MAR04085	[3.017730006934541e-05]
MAR04086	[3.017730006934541e-05]
MAR04134	[np.float64(6.713308228060648e-05)]
MAR04135	[np.float64(6.713308228060648e-05)]
MAR04168	[3.7984325592705935e-05]
MAR04171	[2.9037379183842352e-05]
MAR04290	[np.float64(6.713308228060648e-05)]
MAR04406	[np.float64(6.713308228060648e-05)]
MAR04412	[np.float64(6.713308228060648e-05)]
MAR04417	[np.float64(6.713308228060648e-05)]
MAR04418	[np.float64(6.713308228060648e-05)]
MAR04419	[np.float64(6.713308228060648e-05)]
MAR04421	[2.9037379183842352e-05]
MAR04449	[np.float64(6.713308228060648e-05)]
MAR04450	[np.float64(6.713308228060648e-05)]
MAR04451	[8.4310167750605e-05]
MAR04452	[np.float64(6.713308228060648e-05)]
MAR04453	[np.float64(6.713308228060648e-05)]
MAR04480	[6.663761141462202e-05]
MAR04481	[np.float64(6.713308228060648e-05)]
MAR04482	[np.float64(6.713308228060648e-05)]
MAR04486	[np.float64(6.713308228060648e-05)]
MAR04487	[np.float64(6.713308228060648e-05)]
MAR04488	[np.float64(6.713308228060648e-05)]
MAR04489	[np.float64(6.713308228060648e-05)]
MAR04492	[np.float64(6.713308228060648e-05)]
MAR04493	[np.float64(6.713308228060648e-05)]
MAR04495	[np.float64(6.713308228060648e-05)]
MAR04496	[np.float64(6.713308228060648e-05)]
MAR04518	[0.0043702273628809275]
MAR04519	[np.float64(6.713308228060648e-05)]
MAR04520	[np.float64(6.713308228060648e-05)]
MAR04573	[2.9037379183842352e-05]
MAR04574	[3.52390203130258e-05]
MAR04600	[np.float64(6.713308228060648e-05)]
MAR04602	[np.float64(6.713308228060648e-05)]
MAR04603	[3.52390203130258e-05]
MAR04611	[2.9037379183842352e-05]
MAR04612	[2.9037379183842352e-05]
MAR04614	[2.9037379183842352e-05]
MAR04615	[2.9037379183842352e-05]
MAR04617	[2.9037379183842352e-05]
MAR04618	[2.9037379183842352e-05]
MAR04619	[2.9037379183842352e-05]
MAR04621	[2.9037379183842352e-05]
MAR04632	[np.float64(6.713308228060648e-05)]
MAR04646	[np.float64(6.713308228060648e-05)]
MAR04648	[np.float64(6.713308228060648e-05)]
MAR04649	[np.float64(6.713308228060648e-05)]
MAR04650	[np.float64(6.713308228060648e-05)]
MAR04651	[3.52390203130258e-05]
MAR04663	[3.52390203130258e-05]
MAR04664	[np.float64(6.713308228060648e-05)]
MAR04694	[np.float64(6.713308228060648e-05)]
MAR04695	[3.52390203130258e-05]
MAR04705	[np.float64(6.713308228060648e-05)]
MAR04709	[3.52390203130258e-05]
MAR04799	[np.float64(6.713308228060648e-05)]
MAR04802	[np.float64(6.713308228060648e-05)]
MAR04804	[np.float64(6.713308228060648e-05)]
MAR04808	[np.float64(6.713308228060648e-05)]
MAR04810	[np.float64(6.713308228060648e-05)]
MAR04812	[np.float64(6.713308228060648e-05)]
MAR04814	[3.818778067594408e-05]
MAR05301	[np.float64(6.713308228060648e-05)]
MAR05353	[np.float64(6.713308228060648e-05)]
MAR06601	[0.00906218291663845]
MAR06602	[2.9037379183842352e-05]
MAR06603	[2.9037379183842352e-05]
MAR06605	[8.4310167750605e-05]
MAR06606	[8.4310167750605e-05]
MAR06607	[8.4310167750605e-05]
MAR06609	[8.4310167750605e-05]
MAR06610	[8.4310167750605e-05]
MAR06611	[8.4310167750605e-05]
MAR07144	[np.float64(6.713308228060648e-05)]
MAR08755	[np.float64(6.713308228060648e-05)]
MAR09797	[8.4310167750605e-05]
MAR04016	[np.float64(6.713308228060648e-05)]
MAR04018	[np.float64(6.713308228060648e-05)]
MAR04044	[np.float64(6.713308228060648e-05)]
MAR04291	[np.float64(6.713308228060648e-05)]
MAR04420	[np.float64(6.713308228060648e-05)]
MAR04570	[np.float64(6.713308228060648e-05)]
MAR04572	[np.float64(6.713308228060648e-05)]
MAR04006	[np.float64(6.713308228060648e-05)]
MAR04028	[np.float64(6.713308228060648e-05)]
MAR04030	[np.float64(6.713308228060648e-05)]
MAR04670	[np.float64(6.713308228060648e-05)]
MAR04673	[np.float64(6.713308228060648e-05)]
